Gene;alias
AGPS;ADHAPS
AGPS;ADAS
AGPS;ALDHPSY
AGPS;ADPS
AGPS;ADAP-S
AGR2;XAG-2
AGR2;HAG-2
AGR2;AG2
AGR2;PDIA17
AGR3;HAG3
AGR3;hAG-3
AGR3;BCMP11
AGR3;PDIA18
AGRN;AGRIN
AGRP;Agrt
AGRP;ART
AGRP;ASIP2
AGT;SERPINA8
AGTPBP1;KIAA1035
AGTPBP1;Nna1
AGTPBP1;CCP1
AGTR1;AGTR1B
AGTR1;AT1
AGTR1;AT2R1
AGTR1;AGTR1A
AGTR1;AT2R1A
AGTR1;HAT1R
AGTR1;AG2S
AGTR1;AT2R1B
AGTR1;AT1B
AGTR2;AT2
AGTR2;MRX88
AGTRAP;ATRAP
AGXT;SPAT
AGXT;AGXT1
AGXT;PH1
AGXT;AGT
AGXT;SPT
AGXT;AGT1
AGXT2;AGT2
AHCTF1;ELYS
AHCTF1P1;AHCTF1P
AHCTF1P1;ELYS-like
AHCY;SAHH
AHCYL1;XPVKONA
AHCYL1;IRBIT
AHCYL1;PPP1R78
AHCYL2;KIAA0828
AHDC1;DJ159A19.3
AHDC1;RP1-159A19.1
AHI1;FLJ20069
AHI1;ORF1
AHI1;JBTS3
AHNAK;MGC5395
AHNAK2;C14orf78
AHR;bHLHe76
AHRR;AHH
AHRR;AHHR
AHRR;KIAA1234
AHRR;bHLHe77
AHSA1;C14orf3
AHSA1;p38
AHSA1;Aha1
AHSA1;hAha1
AHSA2;DKFZp564C236
AHSA2;Hch1
AHSA2;AHA1
AHSG;FETUA
AHSG;A2HS
AHSG;HSGA
AHSP;ERAF
AHSP;EDRF
AICDA;HIGM2
AICDA;CDA2
AICDA;ARP2
AICDA;AID
AIDA;C1orf80
AIDA;FLJ12806
AIF1;IRT-1
AIF1;AIF-1
AIF1;Em:AF129756.17
AIF1;IBA1
AIF1L;C9orf58
AIF1L;IBA2
AIF1L;FLJ12783
AIFM1;PDCD8
AIFM1;NAMSD
AIFM1;AIF
AIFM1;CMTX4
AIFM2;AMID
AIFM2;FLJ14497
AIFM2;PRG3
AIFM3;AIFL
AIFM3;FLJ30473
AIG1;dJ95L4.1
AIG1;AIG-1
AIG1;FLJ10485
AIM1;ST4
AIM1;CRYBG1
AIM1L;CRYBG2
AIM1L;FLJ38020
AIM2;PYHIN4
AIMP1;SCYE1
AIMP1;EMAPII
AIMP1;EMAP-2
AIMP1;p43
AIMP1P1;SCYE1P
AIMP1P1;bA400P21.1
AIMP2;p38
AIMP2;PRO0992
AIMP2;JTV-1
AIMP2;JTV1
AIP;XAP2
AIP;ARA9
AIP;FKBP16
AIPL1;LCA4
AIRE;APECED
AIRE;PGA1
AIRE;APS1
AIRN;AIR
AIRN;NCRNA00088
AIRN;IGF2RAS
AIRN;IGF2R-AS1
AJAP1;SHREW1
AJAP1;SHREW-1
AJAP1;MOT8
AJUBA;JUB
AJUBA;MGC15563
AK2P1;AK2B
AK3;AK6
AK3;AK3L1
AK3;AKL3L1
AK3P2;HsT26053
AK4;AK3
AK4;AK3L1
AK4P1;AK3P1
AK4P3;AK3L2
AK4P3;AK3L2P
AK6;CINAP
AK7;FLJ32864
AK8;C9orf98
AK8;FLJ32704
AK9;C6orf224
AK9;AKD2
AK9;C6orf199
AK9;AKD1
AK9;FLJ42177
AK9;FLJ25791
AK9;dJ70A9.1
AK9;MGC26954
AKAIN1;C18orf42
AKAP1;PRKA1
AKAP1;AKAP121
AKAP1;AKAP149
AKAP1;SAKAP84
AKAP1;S-AKAP84
AKAP1;AKAP84
AKAP1;D-AKAP1
AKAP1;PPP1R43
AKAP1;TDRD17
AKAP2;PRKA2
AKAP2;AKAP-KL
AKAP2;KIAA0920
AKAP2;DKFZp564L0716
AKAP2;MISP2
AKAP3;FSP95
AKAP3;SOB1
AKAP3;AKAP110
AKAP3;CT82
AKAP4;p82
AKAP4;hAKAP82
AKAP4;AKAP82
AKAP4;Fsc1
AKAP4;HI
AKAP4;CT99
AKAP5;AKAP75
AKAP5;AKAP79
AKAP6;KIAA0311
AKAP6;mAKAP
AKAP6;AKAP100
AKAP6;PRKA6
AKAP6;ADAP6
AKAP7;AKAP18
AKAP7;AKAP15
AKAP8;AKAP95
AKAP8;DKFZp586B1222
AKAP8L;NAKAP95
AKAP8L;HAP95
AKAP9;KIAA0803
AKAP9;AKAP350
AKAP9;AKAP450
AKAP9;CG-NAP
AKAP9;YOTIAO
AKAP9;HYPERION
AKAP9;PRKA9
AKAP9;MU-RMS-40.16A
AKAP9;PPP1R45
AKAP9;LQT11
AKAP10;D-AKAP2
AKAP10;PRKA10
AKAP10;MGC9414
AKAP11;KIAA0629
AKAP11;AKAP220
AKAP11;PRKA11
AKAP11;FLJ11304
AKAP11;DKFZp781I12161
AKAP11;PPP1R44
AKAP12;AKAP250
AKAP12;SSeCKS
AKAP13;LBC
AKAP13;Ht31
AKAP13;BRX
AKAP13;AKAP-Lbc
AKAP13;c-lbc
AKAP13;PROTO-LB
AKAP13;HA-3
AKAP13;ARHGEF13
AKAP14;AKAP28
AKAP17A;CXYorf3
AKAP17A;SFRS17A
AKAP17A;XE7
AKAP17A;XE7Y
AKAP17A;DXYS155E
AKAP17A;MGC39904
AKAP17A;721P
AKAP17A;CCDC133
AKAP17BP;AKAP16B
AKAP17BP;AKAP16BP
AKIP1;C11orf17
AKIP1;BCA3
AKIRIN1;C1orf108
AKIRIN1;FLJ12666
AKIRIN2;C6orf166
AKIRIN2;FLJ10342
AKIRIN2;dJ486L4.2
AKNA;KIAA1968
AKNAD1;C1orf62
AKNAD1;MGC26989
AKR1A1;ALR
AKR1A1;DD3
AKR1B1;ALDR1
AKR1B1;AR
AKR1B1P1;ALDRL1
AKR1B1P2;ALDRP
AKR1B1P3;ALDRL3
AKR1B1P4;ALDRL4
AKR1B1P5;AKR1B1P
AKR1B10;AKR1B11
AKR1B10;AKR1B12
AKR1B10;ARL-1
AKR1B10;HIS
AKR1B10;ARL1
AKR1B10;HSI
AKR1B10;ALDRLn
AKR1C1;DDH1
AKR1C1;DDH
AKR1C1;MBAB
AKR1C1;DD1
AKR1C1;HAKRC
AKR1C2;DDH2
AKR1C2;TDD
AKR1C2;DD
AKR1C2;BABP
AKR1C2;DD2
AKR1C2;HAKRD
AKR1C2;MCDR2
AKR1C3;HSD17B5
AKR1C3;KIAA0119
AKR1C3;DDX
AKR1C3;HAKRB
AKR1C3;PGFS
AKR1C4;CHDR
AKR1C4;DD4
AKR1C4;HAKRA
AKR1C4;C11
AKR1C4;3-alpha-HSD
AKR1C4;CDR
AKR1C4;MGC22581
AKR1C6P;TAKR
AKR1C8P;AKR1CL1
AKR1D1;SRD5B1
AKR1D1P1;SRD5BP1
AKR1D1P1;AKR1D1P
AKR1E2;AKRDC1
AKR1E2;AKR1CL2
AKR1E2;MGC10612
AKR7A2;AFAR
AKR7A2P1;AFARP1
AKR7L;AFAR3
AKT1;RAC
AKT1;PKB
AKT1;PRKBA
AKT1;AKT
AKT1S1;PRAS40
AKT1S1;MGC2865
AKT1S1;Lobe
AKT3;PKBG
AKT3;RAC-gamma
AKT3;PRKBG
AKTIP;FTS
AKTIP;FLJ13258
ALAD;ALADH
ALAD;PBGS
ALAS1;ALAS3
ALAS1;ALAS
ALAS2;ASB
ALCAM;CD166
ALCAM;MEMD
ALDH1A1;PUMB1
ALDH1A1;ALDH1
ALDH1A1;RALDH1
ALDH1A2;RALDH2
ALDH1A3;ALDH6
ALDH1A3;RALDH3
ALDH1B1;ALDH5
ALDH1B1;ALDHX
ALDH1L1;FTHFD
ALDH1L1;10-fTHF
ALDH1L2;FLJ38508
ALDH1L2;mtFDH
ALDH3A1;ALDH3
ALDH3A2;SLS
ALDH3A2;ALDH10
ALDH3A2;FALDH
ALDH3B1;ALDH7
ALDH3B2;ALDH8
ALDH4A1;ALDH4
ALDH4A1;P5CDh
ALDH5A1;SSADH
ALDH5A1;SSDH
ALDH6A1;MMSDH
ALDH7A1;ATQ1
ALDH7A1;EPD
ALDH7A1;PDE
ALDH7A1P1;ATQL1
ALDH7A1P2;ATQL2
ALDH7A1P3;ATQL3
ALDH7A1P4;ATQL4
ALDH8A1;ALDH12
ALDH9A1;ALDH7
ALDH9A1;ALDH4
ALDH9A1;ALDH9
ALDH9A1;E3
ALDH16A1;MGC10204
ALDH18A1;GSAS
ALDH18A1;PYCS
ALDH18A1;SPG9
ALDH18A1;P5CS
ALG1;HMT-1
ALG1;HMAT1
ALG1;CDG1K
ALG1;Mat-1
ALG1L;ALG1L1
ALG2;CDGIi
ALG2;FLJ14511
ALG2;hALPG2
ALG2;NET38
ALG2;CDG1I
ALG3;NOT56L
ALG3;Not56
ALG3;CDGS4
ALG3;D16Ertd36e
ALG5;bA421P11.2
ALG8;MGC2840
ALG9;DIBD1
ALG10;FLJ14751
ALG10;DIE2
ALG10;ALG10A
ALG10B;KCR1
ALG11;KIAA0266
ALG11;CDG1P
ALG12;ECM39
ALG12;CDG1G
ALG13;GLT28D1
ALG13;CXorf45
ALG13;MDS031
ALG13;YGL047W
ALG13;FLJ23018
ALG13;TDRD13
ALG13;CDG1S
ALG14;MGC19780
ALK;CD246
ALKAL1;FAM150A
ALKAL1;UNQ9433
ALKAL1;AUGB
ALKAL2;FAM150B
ALKAL2;AUGA
ALKBH1;ALKBH
ALKBH1;hABH
ALKBH1;alkB
ALKBH1;ABH
ALKBH2;MGC90512
ALKBH2;ABH2
ALKBH3;DEPC-1
ALKBH4;FLJ20013
ALKBH5;OFOXD1
ALKBH5;FLJ20308
ALKBH6;MGC15677
ALKBH7;SPATA11
ALKBH7;MGC10974
ALKBH8;MGC10235
ALKBH8;TRM9
ALKBH8;TRMT9
ALLC;ALC
ALMS1;KIAA0328
ALMS1P1;ALMS1L
ALMS1P1;ALMS1P
ALOX5;5-LOX
ALOX5AP;FLAP
ALOX12;12S-LOX
ALOX12B;12R-LOX
ALOX12P1;ALOX12P
ALOX15;15-LOX-1
ALOX15B;15-LOX-2
ALOX15P1;ALOX15P
ALOXE3;eLOX3
ALOXE3;E-LOX
ALPK1;Lak
ALPK1;FLJ22670
ALPK1;KIAA1527
ALPK2;HAK
ALPK3;MAK
ALPK3;KIAA1330
ALPK3;Midori
ALPL;HOPS
ALPL;TNSALP
ALS2;ALS2CR6
ALS2CL;FLJ36525
ALS2CL;RN49018
ALS2CL;DKFZp686I0110
ALX1;CART1
ALX3;FND
ALX4;PFM2
ALX4;FPP
ALX4;PFM
ALX4;KIAA1788
ALYREF;THOC4
ALYREF;ALY
ALYREF;BEF
ALYREF;ALY/REF
ALYREF;REF
AMACR;RACE
AMACR;P504S
AMBP;ITI
AMBP;ITIL
AMBP;UTI
AMBP;HCP
AMBP;EDC1
AMBP;HI30
AMBP;IATIL
AMBP;ITILC
AMBRA1;FLJ20294
AMBRA1;KIAA1736
AMBRA1;WDR94
AMBRA1;DCAF3
AMCN;AMC
AMCN;AMCN1
AMCN;AMC1
AMD1;SAMDC
AMD1P2;AMD2
AMD1P2;AMD
AMD1P2;AMDP1
AMD1P2;AMDPX
AMD1P2;AMDPY
AMDHD1;MGC35366
AMDHD2;CGI-14
AMELX;AMG
AMELX;AIH1
AMELY;AMGL
AMER1;FAM123B
AMER1;RP11-403E24.2
AMER1;FLJ39827
AMER1;WTX
AMER2;FAM123A
AMER2;FLJ25477
AMER3;FAM123C
AMER3;FLJ38377
AMFR;RNF45
AMFR;gp78
AMH;MIS
AMHR2;MISR2
AMHR2;MISRII
AMIGO1;AMIGO
AMIGO1;KIAA1163
AMIGO2;ALI1
AMIGO2;DEGA
AMMECR1L;MGC4268
AMN;amnionless
AMOT;KIAA1071
AMOTL1;JEAP
AMOTL2;LCCP
AMPD1;MAD
AMPD1;MADA
AMPD2;SPG63
AMT;GCST
AMT;NKH
AMTN;UNQ689
AMTN;RSTI689
AMY1A;AMY1
AMY1B;AMY1
AMY1C;AMY1
AMY2A;AMY2
AMY2B;AMY2
AMYP1;AMY2P
AMZ1;KIAA1950
AMZ2P1;FLJ32065
ANAPC1;MCPR
ANAPC1;TSG24
ANAPC1;APC1
ANAPC2;APC2
ANAPC2;KIAA1406
ANAPC4;APC4
ANAPC5;APC5
ANAPC7;APC7
ANAPC10;APC10
ANAPC10;DOC1
ANAPC10;DKFZP564L0562
ANAPC10P1;ANAPC10P
ANAPC11;HSPC214
ANAPC11;APC11
ANAPC11;Apc11p
ANAPC11;MGC882
ANAPC13;SWM1
ANAPC13;APC13
ANAPC13;DKFZP566D193
ANAPC15;C11orf51
ANAPC15;HSPC020
ANAPC15;DKFZP564M082
ANAPC15;APC15
ANAPC16;C10orf104
ANAPC16;bA570G20.3
ANAPC16;FLJ33728
ANAPC16;APC16
ANAPC16;CENP-27
ANG;RNASE5
ANG;RAA1
ANGEL1;KIAA0759
ANGEL1;Ccr4e
ANGEL2;KIAA0759L
ANGEL2;FLJ12793
ANGEL2;Ccr4d
ANGPT1;KIAA0003
ANGPT1;Ang1
ANGPT2;Ang2
ANGPTL1;ANGPT3
ANGPTL1;ANG3
ANGPTL1;AngY
ANGPTL1;ARP1
ANGPTL2;ARP2
ANGPTL2;HARP
ANGPTL3;ANGPT5
ANGPTL4;pp1158
ANGPTL4;PGAR
ANGPTL4;ARP4
ANGPTL4;HFARP
ANGPTL4;FIAF
ANGPTL4;NL2
ANGPTL6;ARP5
ANGPTL6;AGF
ANGPTL7;CDT6
ANGPTL7;AngX
ANGPTL8;C19orf80
ANGPTL8;TD26
ANGPTL8;RIFL
ANK1;ANK
ANK1;SPH1
ANK2;LQT4
ANKAR;FLJ25415
ANKDD1A;FLJ25870
ANKEF1;ANKRD5
ANKEF1;FLJ21669
ANKEF1;dJ839B4.6
ANKFN1;FLJ38335
ANKFY1;ANKHZN
ANKFY1;KIAA1255
ANKFY1;ZFYVE14
ANKFY1;BTBD23
ANKFY1;RANK-5
ANKH;CCAL2
ANKH;CMDJ
ANKH;HANK
ANKH;ANK
ANKH;CPPDD
ANKHD1;MASK
ANKHD1;FLJ20288
ANKHD1;FLJ11979
ANKHD1;FLJ10042
ANKHD1;FLJ14127
ANKHD1;KIAA1085
ANKHD1;MASK1
ANKHD1-EIF4EBP3;MASK-BP3
ANKIB1;DKFZP434A0225
ANKIB1;KIAA1386
ANKK1;X-kinase
ANKLE1;ANKRD41
ANKLE1;FLJ39369
ANKLE1;LEMD6
ANKLE2;KIAA0692
ANKLE2;LEMD7
ANKLE2;Lem4
ANKMY1;FLJ20499
ANKMY1;ZMYND13
ANKMY2;DKFZP564O043
ANKMY2;ZMYND20
ANKRD1;C-193
ANKRD1;ALRP
ANKRD1;CARP
ANKRD1;CVARP
ANKRD1;MCARP
ANKRD2;ARPP
ANKRD6;KIAA0957
ANKRD7;TSA806
ANKRD10;FLJ20093
ANKRD11;LZ16
ANKRD11;T13
ANKRD12;KIAA0874
ANKRD12;FLJ20053
ANKRD12;GAC-1
ANKRD13A;ANKRD13
ANKRD13A;NY-REN-25
ANKRD13B;FLJ25555
ANKRD13C;DKFZP566D1346
ANKRD13C;dJ677H15.3
ANKRD16;DKFZP434N1511
ANKRD17;GTAR
ANKRD17;KIAA0697
ANKRD17;FLJ22206
ANKRD17;NY-BR-16
ANKRD17;MASK2
ANKRD18A;KIAA2015
ANKRD18A;FLJ35740
ANKRD18B;bA255A11.3
ANKRD19P;ANKRD19
ANKRD19P;FLJ36178
ANKRD20A1;ANKRD20A
ANKRD20A1;DKFZp434A171
ANKRD20A4;OTTHUMG00000066855
ANKRD20A5P;ANKRD20A5
ANKRD20A5P;MGC26718
ANKRD20A8P;ANKRD20B
ANKRD20A10P;ANKRD20A4P1
ANKRD20A11P;C21orf81
ANKRD20A18P;C21orf126
ANKRD20A20P;CCDC29
ANKRD22;MGC22805
ANKRD23;DARP
ANKRD23;FLJ32449
ANKRD23;MARP3
ANKRD24;KIAA1981
ANKRD26;THC2
ANKRD26;KIAA1074
ANKRD26P1;FLJ43980
ANKRD26P3;LINC00414
ANKRD27;FLJ00040
ANKRD27;DKFZp434L0718
ANKRD27;VARP
ANKRD28;KIAA0379
ANKRD28;PITK
ANKRD28;PP6-ARS-A
ANKRD28;PPP1R65
ANKRD29;FLJ25053
ANKRD30A;NY-BR-1
ANKRD30B;NY-BR-1.1
ANKRD30BL;NCRNA00164
ANKRD30BL;ANKRD30BP3
ANKRD30BP1;C21orf110
ANKRD30BP1;ANKRD30BP
ANKRD30BP1;PRED4
ANKRD30BP2;C21orf99
ANKRD30BP2;CT85
ANKRD30BP2;CTSP-1
ANKRD31;FLJ40191
ANKRD33;C12orf7
ANKRD33;DKFZp686O1689
ANKRD33;PANKY
ANKRD34A;ANKRD34
ANKRD34B;DP58
ANKRD35;FLJ25124
ANKRD36;UNQ2430
ANKRD36B;KIAA1641
ANKRD36B;FLJ21281
ANKRD36BP1;ANKRD26L1
ANKRD36BP1;ANKRD36BL1
ANKRD36BP1;MGC12538
ANKRD36C;DKFZp667P0924
ANKRD37;Lrp2bp
ANKRD39;MGC41816
ANKRD40;MGC15396
ANKRD42;FLJ37874
ANKRD42;SARP
ANKRD42;PPP1R79
ANKRD44;PP6-ARS-B
ANKRD45;FLJ45235
ANKRD45;CT117
ANKRD49;FLJ20189
ANKRD49;FGIF
ANKRD49;GBIF
ANKRD50;KIAA1223
ANKRD52;FLJ34236
ANKRD52;PP6-ARS-C
ANKRD53;FLJ12056
ANKRD53;FLJ36160
ANKRD54;LIAR
ANKRD55;FLJ11795
ANKRD60;C20orf86
ANKRD60;bA196N14.3
ANKRD62;DKFZp779B1634
ANKRD62P1-PARP4P3;VWFP1-ANKRD62P1-PARP4P3
ANKS1A;ANKS1
ANKS1A;KIAA0229
ANKS1B;EB-1
ANKS1B;AIDA-1
ANKS1B;cajalin-2
ANKS1B;ANKS2
ANKS3;KIAA1977
ANKS3;FLJ32345
ANKS3;FLJ32767
ANKS4B;FLJ38819
ANKS4B;HARP
ANKS6;SAMD6
ANKS6;ANKRD14
ANKS6;FLJ36928
ANKS6;NPHP16
ANKUB1;C3orf16
ANKZF1;FLJ10415
ANKZF1;ZNF744
ANLN;ANILLIN
ANLN;Scraps
ANLN;scra
ANO1;ORAOV2
ANO1;TMEM16A
ANO1;TAOS2
ANO1;FLJ10261
ANO1;DOG1
ANO1-AS2;C11orf78
ANO1-AS2;NCRNA00224
ANO2;C12orf3
ANO2;TMEM16B
ANO3;C11orf25
ANO3;TMEM16C
ANO3;GENX-3947
ANO3;DYT23
ANO4;TMEM16D
ANO4;FLJ34221
ANO4;FLJ34272
ANO4;FLJ35277
ANO5;TMEM16E
ANO5;LGMD2L
ANO5;GDD1
ANO6;TMEM16F
ANO6;DKFZp313M0720
ANO7;PCANAP5
ANO7;TMEM16G
ANO7;NGEP
ANO7;PCANAP5L
ANO7;IPCA-5
ANO7L1;TMEM16M
ANO7L1;C1orf224
ANO7L1;ANO7P1
ANO8;KIAA1623
ANO8;TMEM16H
ANO9;TP53I5
ANO9;TMEM16J
ANO9;PIG5
ANO10;TMEM16K
ANO10;FLJ10375
ANO10;MGC47890
ANO10;SCAR10
ANOP1;MCOPS4
ANOS1;KAL
ANOS1;ADMLX
ANOS1;KAL1
ANOS1;KALIG-1
ANOS1;WFDC19
ANOS2P;ADMLY
ANOS2P;KALP
ANOS2P;KAL-Y
ANP32A;C15orf1
ANP32A;LANP
ANP32A;PP32
ANP32A;I1PP2A
ANP32A;PHAPI
ANP32A;MAPM
ANP32A;mapmodulin
ANP32A-IT1;C15orf28
ANP32A-IT1;NCRNA00321
ANP32A-IT1;FLJ11722
ANP32A-IT1;HsT18971
ANP32B;SSP29
ANP32B;PHAPI2
ANP32B;APRIL
ANP32C;PP32R1
ANP32D;PP32R2
ANP32E;LANPL
ANP32E;MGC5350
ANP32E;LANP-L
ANPEP;CD13
ANPEP;PEPN
ANPEP;LAP1
ANPEP;gp150
ANPEP;p150
ANTXR1;TEM8
ANTXR1;FLJ21776
ANTXR1;FLJ10601
ANTXR1;ATR
ANTXR2;CMG2
ANTXR2;CMG-2
ANTXR2;FLJ31074
ANXA1;ANX1
ANXA1;LPC1
ANXA2;ANX2
ANXA2;ANX2L4
ANXA2;CAL1H
ANXA2;LPC2D
ANXA2;LIP2
ANXA2P1;LPC2A
ANXA2P1;ANX2P1
ANXA2P1;ANX2L1
ANXA2P2;ANX2P2
ANXA2P2;ANX2L2
ANXA2P2;LPC2B
ANXA2P3;ANX2P3
ANXA2P3;ANX2L3
ANXA2P3;LPC2C
ANXA2P3;LIP2
ANXA2R;C5orf39
ANXA2R;AXIIR
ANXA3;ANX3
ANXA4;ANX4
ANXA5;ENX2
ANXA5;ANX5
ANXA6;ANX6
ANXA7;ANX7
ANXA8;ANX8
ANXA8L1;ANXA8L2
ANXA8L1;bA301J7.3
ANXA8L1;bA145E20.2
ANXA9;ANX31
ANXA10;ANX14
ANXA11;ANX11
ANXA13;ANX13
AOC1;ABP1
AOC1;DAO
AOC2;RAO
AOC2;DAO2
AOC3;VAP1
AOC3;HPAO
AOC3;VAP-1
AOC4P;UPAT
AOX1;AO
AOX1;AOH1
AOX2P;AOX2
AOX2P;AOH2
AOX3P;AOH1
AP1AR;C4orf16
AP1AR;PRO0971
AP1AR;2C18
AP1AR;gamma-BAR
AP1B1;ADTB1
AP1B1;CLAPB2
AP1B1;BAM22
AP1B1;AP105A
AP1B1P1;ADTB1L1
AP1B1P1;dJ127L4.2
AP1B1P2;ADTB1L2
AP1B1P2;dJ127L4.3
AP1G1;CLAPG1
AP1G1;ADTG
AP1G2;G2AD
AP1M1;AP47
AP1M1;CLAPM2
AP1M2;HSMU1B
AP1M2;mu2
AP1M2;AP1-mu2
AP1S1;CLAPS1
AP1S1;EKV3
AP1S1;AP19
AP1S1;SIGMA1A
AP1S1;WUGSC:H_DJ0747G18.2
AP1S2;MRX59
AP1S2;MRXS5
AP1S2;PGS
AP1S2;SIGMA1B
AP2A1;CLAPA1
AP2A1;ADTAA
AP2A2;CLAPA2
AP2A2;ADTAB
AP2A2;DKFZP564D1864
AP2A2;HYPJ
AP2A2;KIAA0899
AP2A2;HIP9
AP2B1;ADTB2
AP2B1;CLAPB1
AP2M1;CLAPM1
AP2M1;AP50
AP2M1;mu2
AP2S1;CLAPS2
AP2S1;HHC3
AP2S1;FBHOk
AP2S1;FBH3
AP3B1;ADTB3A
AP3B1;HPS2
AP3B2;NAPTB
AP3D1;ADTD
AP3M2;CLA20
AP3M2;AP47B
AP3S1;CLAPS3
AP3S2;sigma3b
AP4B1;SPG47
AP4B1;BETA-4
AP4E1;AP-4-EPSILON
AP4E1;SPG51
AP4M1;MU-ARP2
AP4M1;MU-4
AP4M1;SPG50
AP4S1;CLA20
AP4S1;AP47B
AP4S1;SPG52
AP5B1;PP1030
AP5B1;AP-5
AP5B1;DKFZp761E198
AP5M1;C14orf108
AP5M1;MUDENG
AP5M1;FLJ10813
AP5M1;MuD
AP5M1;mu5
AP5S1;C20orf29
AP5S1;FLJ11168
AP5Z1;KIAA0415
AP5Z1;SPG48
AP5Z1;zeta
APAF1;CED4
APAF1;APAF-1
APBA1;MINT1
APBA1;D9S411E
APBA1;X11
APBA2;X11L
APBA2;MINT2
APBA2;D15S1518E
APBA2;LIN-10
APBA2;MGC:14091
APBA2;HsT16821
APBA3;X11L2
APBA3;mint3
APBB1;RIR
APBB1;Fe65
APBB1IP;INAG1
APBB1IP;RIAM
APBB2;FE65L
APBB2;FE65L1
APBB2;MGC35575
APBB3;FE65L2
APC;DP2
APC;DP3
APC;DP2.5
APC;PPP1R46
APC2;APCL
APCDD1;B7323
APCDD1L;FLJ90166
APCS;SAP
APCS;PTX2
APCS;MGC88159
APEH;D3F15S2
APEH;DNF15S2
APEH;D3S48E
APELA;Ende
APELA;ELA
APELA;tdl
APEX1;APEX
APEX1;APE
APEX1;REF1
APEX1;HAP1
APEX1;APX
APEX1;APEN
APEX1;REF-1
APEX1;APE-1
APEX2;APEXL2
APEX2;APE2
APEX2;XTH2
APEX2;ZGRF2
APH1A;APH-1A
APH1A;CGI-78
APH1B;PSFL
APH1B;APH-1B
APH1B;DKFZp564D0372
API5;AAC-11
API5;API5L1
API5;AAC11
API5P1;API5L1
APIP;CGI-29
APIP;Mmrp19
APIP;APIP2
APLF;C2orf13
APLF;MGC47799
APLF;Xip1
APLF;ZCCHH1
APLN;apelin
APLN;XNPEP2
APLNR;AGTRL1
APLNR;FLJ90771
APLNR;APJ
APLNR;APJR
APLP1;APLP
APLP2;APPL2
APLP2;APPH
APMAP;C20orf3
APMAP;BSCv
APOA5;RAP3
APOA5;APOA-V
APOBEC1;BEDP
APOBEC1;CDAR1
APOBEC1;APOBEC-1
APOBEC1;HEPR
APOBEC2;ARCD1
APOBEC2;ARP1
APOBEC3A;ARP3
APOBEC3A;PHRBN
APOBEC3B;PHRBNL
APOBEC3B;FLJ21201
APOBEC3C;APOBEC1L
APOBEC3C;PBI
APOBEC3C;bK150C2.3
APOBEC3C;ARDC2
APOBEC3C;ARDC4
APOBEC3C;ARP5
APOBEC3D;APOBEC3E
APOBEC3D;ARP6
APOBEC3D;APOBEC3DE
APOBEC3F;ARP8
APOBEC3F;BK150C2.4.MRNA
APOBEC3F;KA6
APOBEC3G;CEM15
APOBEC3G;MDS019
APOBEC3G;dJ494G10.1
APOBEC3G;FLJ12740
APOBEC3G;bK150C2.7
APOBEC3H;ARP10
APOBEC4;C1orf169
APOBEC4;MGC26594
APOBEC4;FLJ25691
APOBEC4;RP1-127C7.4
APOBR;APOB48R
APOBR;APOB100R
APOE;AD2
APOH;B2G1
APOH;BG
APOL1;APOL
APOL2;APOL-II
APOL3;CG12-1
APOL3;APOLIII
APOL4;APOLIV
APOL5;APOLV
APOL6;APOL-VI
APOL6;APOLVI
APOLD1;FLJ25138
APOLD1;DKFZP434F0318
APOM;ApoM
APOM;G3a
APOM;NG20
APOO;FAM121B
APOO;MGC4825
APOO;My025
APOO;Mic23
APOO;MIC26
APOOL;CXorf33
APOOL;FAM121A
APOOL;UNQ8193
APOOL;AAIR8193
APOOL;Mic27
APOPT1;C14orf153
APOPT1;MGC2562
APOPT1;APOP-1
APP;AD1
APPBP2;KIAA0228
APPBP2;Hs.84084
APPBP2;PAT1
APPL1;APPL
APPL2;FLJ10659
APPL2;DIP13B
APTR;RSBN1L-AS1
APTX;AXA1
APTX;FLJ20157
APTX;AOA
APTX;AOA1
APTX;EAOH
APTX;EOAHA
AQP1;CO
AQP1;CHIP28
AQP3;GIL
AQP4;MIWC
AQP4-AS1;C18orf16
AQP4-AS1;CHST9-AS1
AQP4-AS1;FLJ30507
AQP6;AQP2L
AQP7;AQP7L
AQP7;AQP9
AQP7;AQPap
AQP7P3;AQPap-3
AQP9;SSC1
AQP9;HsT17287
AQP12A;AQP12
AQP12B;INSSA3
AQR;KIAA0560
AQR;fSAP164
AQR;IBP160
AR;DHTR
AR;SBMA
AR;AIS
AR;NR3C4
AR;SMAX1
AR;HUMARA
ARAF;ARAF1
ARAFP2;ARAF2
ARAFP2;ARAFPS
ARAFP2;ARAF2P
ARAFP2;PKS1
ARAFP3;ARAF3P
ARAP1;CENTD2
ARAP2;CENTD1
ARAP2;PARX
ARAP3;CENTD3
ARAP3;FLJ21065
ARAP3;DRAG1
ARC;KIAA0278
ARC;Arg3.1
ARCN1;COPD
AREG;SDGF
AREG;AREGB
AREL1;KIAA0317
AREL1;FIEL1
ARF2P;MGC57346
ARF4;ARF2
ARF4P1;ARF4P
ARF4P2;dJ885L7.7
ARFGAP1;ARF1GAP
ARFGAP1;FLJ10767
ARFGAP1;bA261N11.3
ARFGAP2;ZNF289
ARFGAP2;IRZ
ARFGAP2;Zfp289
ARFGAP2;FLJ14576
ARFGAP3;ARFGAP1
ARFGEF1;DKFZP434L057
